1000	50000
640	950	40
905	645	20
203	934	27
606	677	49
593	830	48
676	270	48
282	234	3
35	342	15
47	120	-1
385	484	-16
336	937	-2
175	843	-8
476	697	25
475	648	2
940	758	43
948	998	38
740	820	18
877	717	13
253	693	37
67	431	-19
716	749	-11
922	585	49
520	222	21
363	123	30
308	511	14
440	57	47
963	772	6
804	784	22
67	136	17
566	206	-2
332	854	48
539	124	10
262	81	39
750	109	44
63	975	10
501	83	4
13	143	37
972	821	50
736	343	15
771	3	1
807	52	8
583	694	20
427	69	21
511	229	1
862	357	43
721	28	30
384	354	-10
705	960	12
448	555	50
22	466	50
856	707	11
501	59	37
572	94	-18
352	990	43
803	277	42
966	728	-3
19	59	-2
494	469	-10
263	10	27
373	356	-5
773	743	42
170	430	25
680	188	25
358	309	15
479	502	-7
264	337	31
264	556	10
106	145	35
241	682	8
294	369	39
192	172	-17
920	647	36
360	10	-6
757	236	27
748	398	16
375	600	48
357	66	-13
948	52	-2
673	65	15
454	692	10
175	183	-11
129	335	13
686	595	16
913	523	31
526	742	21
677	950	29
572	547	36
418	234	8
935	410	-15
264	785	-5
909	149	50
510	702	49
510	575	27
569	171	41
513	226	-10
873	163	-4
534	976	9
81	855	0
854	649	28
78	725	-12
798	322	38
184	336	0
267	410	-10
872	286	8
609	177	46
442	679	3
262	985	36
145	827	35
781	276	-9
533	854	15
908	437	31
677	91	43
159	15	17
131	5	13
656	413	17
12	840	4
946	806	24
415	57	48
40	871	7
285	502	35
358	608	27
855	547	8
145	489	-8
5	171	32
985	114	27
604	36	48
869	104	35
8	777	34
640	299	36
878	224	28
381	983	-5
22	790	-11
847	514	19
792	103	4
531	191	14
246	393	6
874	165	31
459	824	22
916	164	6
18	857	21
257	806	4
876	66	16
936	941	49
894	762	22
411	734	1
905	943	4
637	336	-17
781	86	41
181	414	44
60	622	37
365	127	4
280	487	43
652	266	30
372	312	20
461	171	7
156	979	47
567	487	48
825	236	38
545	341	-12
479	619	-3
159	323	38
736	584	-5
652	974	33
557	339	9
97	543	27
77	650	32
780	647	15
651	436	37
933	392	6
510	302	9
612	91	-10
593	587	2
110	987	32
133	183	17
917	120	10
651	287	15
272	734	41
526	503	18
872	868	19
783	600	0
804	348	-11
590	608	20
725	547	2
17	699	5
69	432	33
495	189	-10
131	59	50
618	474	-8
15	954	25
664	394	33
315	378	9
774	118	8
772	985	-18
144	276	23
853	679	39
921	257	3
447	179	-9
741	933	22
784	289	-16
938	895	-9
706	292	45
811	536	-13
104	484	36
463	298	10
53	89	7
778	800	16
851	891	28
768	684	27
705	590	14
54	79	-4
703	929	-1
444	369	-10
459	718	36
111	645	4
904	354	49
454	508	-20
290	359	0
815	482	36
278	764	28
963	897	13
293	669	29
513	702	13
607	16	20
525	65	-12
415	848	0
435	632	3
241	540	-18
505	659	-11
923	98	1
345	144	-4
572	982	37
63	971	-11
49	923	18
166	967	-9
107	210	8
876	889	1
373	616	7
869	842	20
419	961	8
758	963	6
370	261	-2
182	207	26
701	59	50
549	72	-18
954	778	12
582	666	-13
541	575	4
946	261	15
444	196	-8
273	197	11
427	224	48
457	312	-1
505	91	-1
109	518	45
41	229	-8
162	943	45
165	579	12
21	311	0
970	263	-16
182	503	21
779	729	19
308	885	-16
596	146	23
75	590	-14
831	199	45
601	312	-11
914	806	27
18	10	-13
511	424	20
620	71	-19
657	184	-11
284	295	3
155	40	29
133	951	25
781	664	7
770	637	-6
770	666	10
774	250	49
907	778	13
262	930	-19
848	35	38
510	699	-12
214	965	46
936	984	-1
110	206	29
704	859	26
699	689	39
289	4	-19
391	230	-8
355	474	3
318	123	1
782	297	-7
333	893	-4
599	55	-19
620	582	-3
102	967	-9
377	254	-10
122	304	13
936	946	43
110	386	29
399	76	31
900	730	27
137	729	-19
758	71	43
723	375	38
353	62	46
900	428	47
451	546	44
117	541	33
30	579	-3
192	156	19
490	544	7
33	942	37
790	584	36
994	286	-9
338	486	11
268	486	41
497	764	34
595	614	4
883	399	31
884	91	50
580	982	45
300	194	-11
170	765	-17
412	222	-7
838	203	-5
74	762	37
685	784	20
546	489	49
34	700	31
780	349	-20
816	567	46
682	559	32
828	984	8
191	743	48
17	148	18
566	411	27
255	128	9
977	965	45
842	349	41
238	952	27
419	56	1
526	872	21
46	100	44
828	441	37
15	519	38
251	950	46
90	225	6
486	115	2
914	242	42
657	301	21
136	437	-18
278	584	47
579	889	47
406	294	-18
407	521	-5
783	411	8
177	54	29
268	173	27
390	456	13
562	865	32
96	211	-14
899	76	-14
666	570	-12
644	3	32
804	377	-7
877	160	40
185	16	-5
590	624	-13
144	300	-12
557	211	-12
330	852	40
919	989	-9
733	259	-18
732	847	-6
737	295	41
874	54	43
851	671	-17
454	969	-5
705	998	47
718	413	15
873	336	41
361	261	35
258	565	-15
51	407	-10
972	409	37
758	187	-9
836	200	-4
2	662	-3
951	254	11
504	496	-10
782	334	-2
143	287	40
223	824	45
967	208	7
845	328	0
146	465	9
2	107	-18
834	943	10
471	188	-4
14	164	7
131	275	28
474	584	2
267	149	-2
873	136	-10
147	875	29
381	944	-14
216	764	20
360	795	-4
459	571	-13
264	5	40
923	799	-7
512	405	11
113	32	30
365	266	35
14	738	15
568	555	9
655	856	35
424	974	12
495	664	49
212	826	49
790	923	12
51	151	23
306	85	25
375	456	-13
260	523	-8
168	888	38
383	619	15
351	766	3
340	148	9
810	246	-6
261	54	23
989	969	-4
787	435	20
759	728	21
357	98	-12
799	362	49
483	767	6
808	9	26
862	691	34
149	254	10
621	127	37
247	636	14
250	206	29
49	579	44
454	946	41
892	432	6
510	744	2
673	767	28
766	587	35
620	372	28
972	411	18
906	866	47
372	985	2
737	39	1
459	301	15
716	292	50
965	189	17
403	268	46
381	552	26
166	104	-16
23	770	27
912	950	-10
337	389	-3
775	524	-1
15	938	50
992	423	18
698	440	-1
495	619	-20
938	457	-18
188	485	-17
358	649	28
839	338	-9
63	574	1
876	464	5
587	755	-20
358	868	19
420	76	27
849	126	40
640	925	18
464	933	50
463	539	-4
875	543	5
782	634	13
781	188	31
181	103	34
882	625	32
436	226	24
15	988	45
754	748	17
899	303	10
969	62	-4
298	630	22
215	311	19
766	184	32
626	967	19
237	88	14
554	151	34
369	815	-1
129	398	-14
625	865	37
874	123	-3
200	864	-10
208	389	-7
595	644	47
581	218	-6
162	440	36
605	833	20
646	35	10
373	698	26
754	248	42
512	332	-20
319	485	39
783	829	7
601	318	-15
577	722	-6
26	368	-9
92	484	46
396	886	30
136	706	-15
959	179	-3
90	617	-19
875	702	-13
882	516	37
810	840	48
605	668	33
459	602	-19
696	681	-16
412	226	-10
696	483	-8
446	830	12
573	681	-12
333	988	-20
411	980	17
139	54	2
238	140	-4
8	639	41
473	632	-1
318	579	48
33	984	47
520	431	-11
129	316	5
750	544	-4
342	986	-17
703	665	47
372	101	49
799	9	41
451	514	-13
723	451	39
688	755	43
561	280	-11
242	173	17
352	82	38
167	756	21
272	843	12
675	130	36
550	597	-19
20	660	-15
81	336	20
644	578	13
366	960	-9
35	254	1
973	174	22
276	204	39
94	404	43
429	41	-18
534	586	28
28	764	36
545	69	-3
108	286	17
272	225	-17
846	570	44
743	341	-6
102	496	-7
463	472	30
62	543	36
371	397	19
353	567	39
511	478	1
510	969	50
663	760	50
463	11	-1
22	967	38
801	342	39
763	884	-9
798	623	3
365	687	10
860	939	20
435	503	27
573	849	1
491	714	21
447	176	11
391	825	-20
768	66	-11
634	764	7
355	220	43
872	645	-9
926	537	-15
851	533	-9
876	440	26
914	393	34
8	74	-8
600	156	-1
239	52	7
596	211	-19
294	297	27
633	428	17
45	180	26
195	440	4
194	988	-1
215	1000	8
580	124	-5
340	202	40
505	457	-7
973	556	-14
354	731	12
255	679	5
653	975	27
875	533	38
96	874	40
466	174	20
595	563	38
313	322	23
821	959	21
511	563	32
696	336	12
63	316	28
907	544	-19
125	645	23
109	722	-10
425	353	30
144	722	20
382	487	33
81	847	1
718	895	16
629	524	30
322	707	-1
524	197	43
952	310	23
831	426	4
40	437	-12
339	398	40
489	48	-13
337	117	35
480	661	15
352	471	5
920	759	16
628	921	46
994	529	23
821	100	29
42	980	20
193	279	13
421	386	-9
855	949	-5
563	587	2
882	300	40
816	688	-7
34	410	28
442	149	-14
396	772	-1
545	724	40
445	281	7
878	488	-11
387	974	-19
903	737	46
198	484	36
379	555	-19
256	501	12
938	617	12
471	70	45
49	918	-18
561	516	31
801	718	-6
755	398	-7
781	311	0
510	289	35
882	56	-6
316	10	37
819	762	-20
951	684	40
841	252	38
911	453	14
863	166	-10
703	83	6
968	148	-19
952	777	11
923	304	34
363	642	48
346	573	-6
873	705	38
139	840	-17
280	248	6
727	395	49
196	351	44
952	669	9
775	756	-6
781	95	3
773	941	3
215	658	30
293	700	17
792	914	-2
517	599	-8
325	742	31
745	22	45
686	979	-17
435	300	2
930	726	50
987	468	8
782	165	44
651	502	28
613	468	-6
627	79	7
863	24	-14
736	94	38
526	530	-16
493	414	15
679	565	25
280	469	-12
970	950	49
28	731	-14
540	496	-17
885	474	26
925	178	18
647	214	-10
285	148	-17
949	933	-3
981	284	26
19	86	34
511	600	49
81	244	-12
421	214	-18
117	287	-12
530	672	2
476	917	30
209	221	27
455	998	35
839	98	2
401	724	13
300	514	-18
636	288	48
308	17	20
683	581	12
74	624	-3
166	994	35
632	257	7
931	998	-13
313	477	10
29	503	47
374	731	-15
996	544	-6
942	127	6
486	354	-20
56	359	45
253	704	22
194	370	-18
610	195	-9
2	325	5
601	343	14
973	424	35
990	660	24
132	206	7
77	428	-13
831	302	-19
781	665	28
777	91	-18
591	191	30
24	303	-19
392	409	21
553	410	10
60	619	34
401	45	26
900	160	7
566	252	48
359	337	46
607	390	41
670	944	31
459	672	47
220	348	14
444	836	12
167	946	31
602	696	-3
214	948	21
780	297	35
949	503	21
1000	276	32
164	287	5
885	334	2
931	664	-18
525	360	32
860	954	0
816	922	49
639	180	-9
775	839	15
396	630	46
105	112	-4
315	753	26
425	68	43
346	664	36
461	68	29
754	32	36
196	699	38
510	814	-5
798	619	27
871	747	2
383	988	-3
877	555	33
306	379	20
515	70	17
704	719	48
67	891	-4
371	234	15
25	80	7
424	69	-7
761	428	-2
63	638	13
681	697	32
765	864	30
418	769	15
951	631	44
583	110	30
371	956	39
436	122	24
441	12	-13
306	375	-4
754	336	-5
531	759	10
156	950	31
566	316	-7
633	476	-1
887	731	22
757	123	24
760	266	16
768	378	13
852	924	32
162	252	37
446	556	-14
332	600	-18
987	769	1
42	424	-8
966	531	-3
243	516	31
967	98	19
845	463	22
935	270	18
363	284	43
850	104	-16
713	169	-20
18	254	50
962	587	-8
96	294	-14
611	580	50
493	106	-17
195	207	-12
910	206	7
521	428	0
835	344	-20
463	632	38
230	714	-1
544	826	49
869	218	23
769	729	-10
527	41	19
780	131	-3
946	743	16
60	329	-4
136	272	46
502	468	29
256	909	44
736	958	10
358	268	26
53	565	-1
539	475	-10
231	216	8
539	986	19
866	140	-12
14	112	-11
466	722	46
716	607	-15
768	539	20
470	547	40
233	925	29
411	160	22
568	504	-9
333	672	42
858	954	10
367	311	31
472	421	7
860	393	-6
587	260	-6
792	540	25
906	519	5
197	105	15
754	250	-1
330	391	-2
882	241	28
936	785	28
989	284	17
338	235	-20
917	324	44
874	346	10
983	422	-5
752	120	-2
656	927	24
154	438	39
728	835	-3
219	857	42
219	225	5
685	137	27
203	578	44
594	872	-5
534	911	13
880	176	0
849	116	22
476	52	42
890	608	38
476	979	-16
626	59	-10
442	728	-5
488	145	-3
885	4	36
209	862	-9
534	147	-15
351	844	-16
504	354	24
512	710	21
983	310	10
683	958	1
504	980	24
24	691	25
1000	431	12
63	577	8
82	487	45
369	496	-7
404	731	2
270	141	-10
471	789	4
983	451	-5
303	744	13
447	616	28
804	36	-4
155	551	5
598	213	25
38	156	5
739	292	36
373	233	13
704	986	15
371	461	-3
361	888	-12
373	811	34
678	277	43
237	956	38
747	458	19
561	728	38
238	471	-6
851	424	33
228	410	39
433	788	-6
240	111	-19
310	822	17
740	731	-11
652	205	8
443	27	-8
82	599	16
920	819	47
647	190	22
169	323	15
34	706	-13
6	893	15
363	984	-8
327	567	37
722	961	22
441	7	42
320	218	-9
279	760	4
418	506	0
620	129	6
113	518	-18
41	500	35
698	274	-13
198	706	38
522	606	33
858	508	-18
450	779	24
360	668	7
49	871	47
61	280	-3
182	317	21
342	521	46
886	364	16
906	279	-11
217	154	1
33	868	32
371	3	22
684	697	-14
129	728	12
58	712	37
376	926	50
3	980	-12
281	694	46
42	478	40
513	535	4
571	710	-17
926	95	-2
319	912	41
488	753	46
597	118	36
775	992	18
196	421	21
486	316	1
110	161	-12
679	881	-15
348	794	37
250	160	4
157	117	18
196	685	25
2	227	11
472	274	34
824	112	-11
817	168	8
538	164	49
475	487	16
97	100	20
746	251	-4
480	312	11
102	687	41
916	173	23
652	884	-16
695	856	38
338	908	29
557	912	-14
15	152	48
155	358	33
142	91	34
850	795	-4
959	649	19
719	688	27
522	252	29
926	649	-13
21	971	10
196	591	31
970	509	35
201	462	38
222	438	2
396	453	25
172	974	21
263	963	-14
912	884	31
634	441	17
401	82	0
994	691	-3
611	738	5
818	154	-5
373	958	35
935	95	8
913	991	26
502	413	13
591	115	43
614	439	-6
807	79	-6
802	109	19
786	636	17
476	658	16
711	426	42
458	310	-2
355	124	48
729	506	38
549	842	45
294	707	17
628	59	-9
450	606	-8
449	46	34
264	12	13
460	677	12
217	427	45
897	506	30
858	71	-20
839	889	16
347	65	21
938	297	-9
219	342	15
135	43	0
429	287	14
102	26	-8
596	364	47
253	371	1
828	903	38
899	481	13
997	404	18
895	187	2
457	642	-10
331	529	-12
213	487	30
825	965	7
780	24	0
567	53	5
703	324	37
511	408	-3
89	9	-14
486	665	14
621	761	21
153	438	17
273	642	-6
994	500	49
100	65	33
780	872	44
463	451	2
436	547	10
425	303	-6
936	310	42
557	388	-17
548	158	50
763	207	8
657	157	-4
862	184	50
182	68	1
670	855	10
911	589	0
719	54	33
563	193	7
263	96	4
955	68	11
381	438	36
102	744	-3
521	943	23
703	912	-10
839	954	5
818	410	46
936	120	9
439	324	-14
403	479	-11
844	121	30
332	466	-17
961	139	7
537	390	35
42	938	39
463	627	8
463	906	4
935	124	-15
792	575	43
37	337	25
282	578	-9
63	614	46
699	179	20
557	23	-8
340	467	33
588	617	22
166	29	5
474	749	9
30	45	27
373	687	25
781	384	-16
48	729	-15
63	607	-10
974	269	28
5	335	3
176	207	6
751	227	44
133	636	47
686	238	48
38	369	-10
156	953	2
634	284	32
181	705	30
60	924	14
282	79	35
329	103	-11
343	575	-13
633	480	2
537	55	29
328	672	40
122	786	5
29	105	32
889	189	-8
846	475	-17
305	456	-5
107	116	44
877	355	24
527	73	43
271	743	46
476	464	27
434	249	22
583	321	49
397	120	-2
910	578	36
97	341	15
727	978	49
763	410	-3
750	456	44
81	121	-3
540	27	-9
256	742	-20
627	485	14
777	228	36
968	233	3
560	169	-16
880	54	19
383	578	24
223	363	-20
904	604	-3
721	689	-20
593	900	-1
44	53	8
431	743	-7
640	302	15
44	558	-11
279	609	-11
396	913	44
716	951	34
786	465	50
293	204	-6
27	482	27
500	659	21
982	760	26
247	531	14
41	668	3
766	489	8
996	742	10
494	78	38
844	190	32
515	242	40
474	404	37
895	127	-6
387	506	27
248	954	46
773	835	-4
883	976	50
640	774	9
449	292	27
557	948	18
479	449	14
640	395	50
505	137	-5
151	186	3
356	317	35
718	848	-8
890	507	50
651	441	-4
773	550	16
253	956	39
824	551	-11
37	329	-4
410	737	4
989	39	37
739	186	-9
90	952	39
356	974	3
363	891	-11
802	599	22
528	790	35
604	664	8
196	604	28
265	120	36
19	326	-11
421	710	22
594	796	-19
271	622	44
181	982	21
158	847	27
909	751	-18
785	516	15
781	871	-3
324	946	2
359	910	-1
960	7	20
8	794	35
801	973	39
41	174	29
928	903	-10
775	610	13
505	567	-19
170	530	32
675	580	-10
936	783	24
936	700	-3
336	762	18
818	303	15
795	529	2
374	298	38
376	506	22
298	800	45
571	907	-12
159	637	41
814	183	41
586	757	-20
264	923	15
842	95	4
491	277	-10
26	206	50
879	90	22
556	112	-13
470	77	29
429	588	34
255	552	41
601	114	13
67	3	44
831	221	12
14	269	-16
701	866	42
781	867	-13
59	603	-4
52	961	33
703	584	43
367	774	41
967	958	10
505	85	6
343	706	44
278	603	27
527	250	37
755	311	21
574	746	-5
651	565	-5
882	284	8
713	238	2
444	211	-2
507	996	6
917	349	-10
519	587	-16
981	142	36
841	418	24
406	55	33
367	174	15
696	416	-8
741	901	14
403	731	10
766	648	18
803	140	-13
125	297	-10
752	515	13
427	108	1
518	794	49
280	623	2
198	12	7
940	965	47
808	160	20
372	724	46
113	504	7
96	858	2
817	252	48
327	649	-12
259	731	-7
129	729	19
620	584	34
273	720	50
687	94	-12
855	235	47
610	300	2
611	558	-5
808	456	-7
330	16	40
328	872	19
276	409	27
911	193	49
26	137	21
676	402	-18
652	569	25
773	545	-20
726	846	23
1000	229	20
50	707	36
61	954	45
497	999	36
627	103	14
846	729	-20
528	771	25
374	648	49
554	638	-19
904	169	5
525	129	5
131	905	-11
294	484	38
895	123	11
550	772	6
931	100	19
210	432	33
415	723	41
837	527	-2
875	100	20
563	446	-4
942	390	16
696	9	4
314	144	-7
329	506	17
740	808	43
129	647	41
673	116	27
618	792	9
661	232	19
606	460	27
642	149	-15
449	774	3
812	36	40
926	897	40
212	226	4
325	274	-12
538	565	-20
250	617	27
931	647	15
628	507	34
14	12	-10
223	718	-9
170	996	47
701	657	30
841	246	-17
745	75	3
681	484	-11
163	122	14
577	982	29
196	230	43
817	332	50
97	158	-1
476	118	39
591	705	38
111	806	46
515	666	45
915	360	11
210	439	-3
356	967	22
375	645	-5
870	874	23
159	814	27
2	679	39
293	703	-12
298	889	23
561	418	-17
805	943	19
210	498	-19
311	83	49
877	382	-15
859	688	44
660	543	14
143	658	17
219	92	5
600	121	49
982	822	35
209	193	45
42	236	-17
109	700	6
521	194	-11
102	984	33
314	539	17
498	974	-12
879	385	39
891	52	0
450	384	28
687	250	21
388	384	32
290	423	50
325	251	-18
262	500	2
193	453	4
128	112	-19
711	416	-4
11	990	41
546	66	-5
463	9	42
830	438	-15
166	880	48
495	148	-6
758	795	-16
223	916	38
133	216	-4
429	487	40
318	629	39
316	769	49
786	191	-4
285	822	50
527	279	38
32	516	15
519	410	40
596	246	-18
615	637	8
476	603	35
589	428	-7
507	420	-8
270	594	46
454	800	-10
561	932	-4
249	985	14
529	725	36
940	237	-17
471	759	47
448	128	49
892	808	-6
595	835	41
350	707	7
777	269	20
625	508	20
78	965	16
858	244	5
633	973	35
245	430	-2
305	755	2
314	339	24
605	994	-10
928	914	5
415	658	21
257	487	-11
777	466	-14
97	623	29
474	815	44
605	59	26
781	695	26
442	912	28
507	5	37
403	9	-4
383	108	7
43	872	10
870	421	12
983	867	-3
101	988	25
803	828	10
368	412	33
13	986	21
309	500	6
639	69	-5
135	575	35
141	48	27
653	531	30
550	694	37
868	600	36
748	964	7
245	111	-14
509	738	1
281	485	-19
392	29	-10
448	840	-8
612	468	40
170	716	15
263	720	27
458	689	38
369	562	31
723	255	6
478	798	-5
469	414	30
141	744	-8
494	722	-1
49	906	20
554	21	12
345	826	49
825	132	28
652	689	44
530	761	-17
230	304	21
3	820	-15
265	759	-18
967	607	33
665	213	3
381	419	26
198	950	7
863	796	22
990	204	25
20	866	7
610	342	21
782	422	29
684	303	33
477	188	35
537	458	1
81	735	39
639	543	40
932	674	17
726	700	-3
534	793	32
110	393	33
237	270	21
984	343	31
442	48	49
890	487	44
121	535	0
915	96	2
507	647	15
610	490	23
476	722	44
709	325	15
387	918	17
510	929	18
95	348	-14
102	363	29
977	312	43
694	165	43
399	199	-4
605	592	47
945	733	-5
495	596	23
370	84	48
603	619	-20
285	820	45
217	819	31
